provincia,departamento,sector,ambito,Localizacion,ElectricidadSi,ElectricidadRedpública,ElectricidadGrupoelectrógeno,ElectricidadPanelfotovoltaicosolar,ElectricidadGeneradoreólico,ElectricidadGeneradorhidráulico,ElectricidadOtro,EquipamientoEstablecimientoTelevisor,EquipamientoEstablecimientoSistemamultimediaoCañón,EquipamientoEstablecimientoScanner,EquipamientoEstablecimientoWebcam,EquipamientoEstablecimientoReproductordeCD,EquipamientoEstablecimientoReproductordeDVD,EquipamientoEstablecimientoImpresora,EquipamientoEstablecimientoEquipoemisorderadioAMFM,EquipamientoEstablecimientoEquiporeceptorderadioAMFM,EquipamientoEstablecimientoServidorparausoescolar,EquipamientoEstablecimientoImpresora3D,EquipamientoEstablecimientoEquipodeSonido,EquipamientoEstablecimientoPizarrasdigitales,EquipamientoBibliotecaTelevisor,EquipamientoBibliotecaSistemamultimediaoCañón,EquipamientoBibliotecaScanner,EquipamientoBibliotecaEquipamientoBibliotecaWebcam,EquipamientoBibliotecaReproductordeCD,EquipamientoBibliotecaReproductordeDVD,EquipamientoBibliotecaImpresora,EquipamientoBibliotecaEquipoemisorderadioAMFM,EquipamientoBibliotecaEquiporeceptorderadioAMFM,EquipamientoBibliotecaServidorparausoescolar,InternetTipodeservicioGratuito,InternetTipodeservicioPago,InternetTipodeconexiónTelefónica,InternetTipodeconexiónADSL,InternetTipodeconexiónCableMódem,InternetTipodeconexiónSatelital,InternetTipodeconexiónOtroTipo,InternetTipodeconexiónMóvil,EspaciosconconexiónEneláreadeadministración,EspaciosconconexiónEnlasaulas,EspaciosconconexiónEnlabibliotecas,EspaciosconconexiónEnotroespaciodelestablecimiento,EspaciosconconexiónEnellaboratorio,CooperadoraConpersoneríajurídica,CooperadoraSinpersoneríajurídica,CooperadoraNo,SistemadeGestiónEscolarSi,SistemadeGestiónEscolarProvistoporelMinisterio,SistemadeGestiónEscolarDesarrolladoporterceros,SistemadeGestiónEscolarEncargadoporelEstablecimiento,SistemadeGestiónEscolarPlanilladeCalculo,DisponedesalaolaboratoriodeinformáticaSi,LaboratorioFuncionaesespacioexclusivoSi,BibliotecaDisponedealmenosunaSi,BibliotecaFuncionaesespacioexclusivoSi,SubvenciónEstatalJardínMaternalSi,SubvenciónEstatalJardíndeInfantesSi,SubvenciónEstatalPrimariaSi,SubvenciónEstatalSecundariaSi,SubvenciónEstatalSNUSi
San Juan,CHIMBAS,Estatal,Rural,9,9,9,,,,,,6,9,5,,6,7,8,1,,1,,7,6,,,,,,,,,,,6,,6,,,,,,6,,,,,,,9,8,8,,,,3,,6,2,,,,,
San Juan,CHIMBAS,Estatal,Urbano,49,48,48,1,,,,,29,38,15,6,21,23,40,5,,3,1,38,19,3,1,,,1,2,1,,,,29,,18,2,3,4,3,1,29,2,2,1,3,,3,45,47,47,,,,22,8,37,12,,,,,
San Juan,CHIMBAS,Privado,Urbano,7,7,7,,,,,,5,6,4,4,3,4,7,1,,,3,6,,,,,,,,,,,,,7,4,,1,,2,,7,2,,3,4,,,7,2,,1,,1,4,4,5,2,,2,2,1,
San Juan,Enmascarado,Estatal,Rural,8,8,8,,,,,,4,7,1,1,4,4,7,1,,1,1,8,4,1,,,,,,,,,,6,,3,1,1,1,,,6,,,,1,1,,7,8,8,,,,3,2,8,3,,,,,
San Juan,Enmascarado,Estatal,Urbano,14,14,14,,,,,,8,8,3,1,6,6,12,3,,1,1,11,8,2,1,,,1,1,1,,,,11,,5,,,5,,2,11,3,,2,1,1,,13,12,11,,,1,6,2,11,4,,,,,
San Juan,Enmascarado,Privado,Rural,3,3,3,,,,,,3,2,1,1,3,2,3,,,,,3,,,,,,,,,,,,,3,,2,,1,,,3,,,,1,,,3,1,,,1,,2,2,3,2,,2,2,1,
San Juan,Enmascarado,Privado,Urbano,19,19,19,,,,,,17,15,8,3,10,10,19,7,,2,2,16,2,2,,,,1,1,1,1,,,2,17,8,1,4,6,3,3,19,9,3,7,12,,2,17,12,4,2,3,3,13,12,16,11,,6,7,7,2
San Juan,IGLESIA,Estatal,Rural,24,24,23,,1,,,,20,14,13,5,10,11,20,11,,4,2,21,12,2,,,,,,,,,,18,,1,,2,16,,,18,3,1,1,,,3,21,20,20,,,,12,9,17,12,,,,,
San Juan,JACHAL,Estatal,Rural,62,62,61,2,1,,,,40,37,20,9,36,32,45,28,,16,4,34,24,7,4,,,3,4,,2,,1,40,1,20,,2,20,2,4,40,2,1,1,1,1,8,53,56,56,,,,20,7,45,12,,,,,
San Juan,JACHAL,Estatal,Urbano,13,13,13,,,,,,8,12,2,2,5,3,11,8,,1,1,9,4,3,1,,,1,1,1,1,,,8,,3,,,4,,1,8,,,1,,1,1,11,10,10,,,,8,6,11,4,,,,,
San Juan,POCITO,Estatal,Rural,42,42,42,,,,,,17,27,5,3,13,9,29,13,,,1,27,17,,,,,,,,,,,34,,28,3,5,3,,,34,1,,,,,,42,39,39,,,,6,3,29,8,,,,,
San Juan,POCITO,Estatal,Urbano,22,22,22,,,,,,15,19,5,,8,11,18,3,,,,15,8,3,1,1,,,,1,,,,18,,12,3,1,2,2,,18,,1,,1,,3,19,20,20,,,,5,3,15,3,,,,,
San Juan,RAWSON,Estatal,Rural,27,27,27,,,,,,13,18,8,3,9,10,20,10,,,1,17,14,,,,,1,,,,,,17,,11,2,,4,,1,16,,,1,1,,,27,20,20,,,,11,6,17,8,,,,,
San Juan,RAWSON,Estatal,Urbano,66,66,66,1,,,,,41,53,24,10,36,35,54,24,,3,2,55,32,8,4,1,,2,2,3,2,,,44,,30,1,6,5,2,2,44,3,3,1,1,,2,64,61,59,1,,1,32,13,56,22,,,,,
San Juan,RAWSON,Privado,Urbano,15,15,15,,,,,,12,12,11,8,13,12,14,5,,3,,15,1,3,1,2,1,2,2,2,1,,,,15,7,2,1,4,5,2,15,6,6,7,8,,,15,11,,4,7,,9,7,10,7,,5,7,5,
San Juan,RIVADAVIA,Estatal,Rural,11,11,11,,,,,,8,10,6,2,6,5,8,4,,,,10,6,,,,,,,,1,,,8,,6,,2,,,,8,1,1,,,,,11,9,9,,,,3,,9,3,,,,,
San Juan,RIVADAVIA,Estatal,Urbano,48,48,48,3,,,,,28,41,20,5,24,21,40,24,,5,4,40,21,3,1,1,,1,2,2,1,,,43,,32,1,5,3,3,1,43,3,3,,1,,,48,48,48,,,,22,14,37,12,,,,,
San Juan,RIVADAVIA,Privado,Urbano,21,21,21,,,,,,18,19,14,10,19,19,21,14,,5,1,18,3,3,5,4,4,5,6,7,1,,,1,20,11,4,6,2,5,,21,14,13,8,15,,,21,16,2,4,9,1,15,14,18,10,,5,5,4,1
San Juan,SAN MARTIN,Estatal,Rural,27,27,27,,,,1,,15,26,6,3,11,10,21,4,,2,,23,18,2,4,1,1,1,,1,,,,23,,10,1,3,11,,1,23,1,1,2,2,,2,25,23,23,,,,10,2,20,7,,,,,
San Juan,SANTA LUCIA,Estatal,Rural,10,10,10,,,,,,9,9,2,1,7,6,9,6,,,,8,5,3,2,,,1,2,2,,,,7,,4,,2,,1,,7,,,,,,1,9,9,9,,,,5,3,7,3,,,,,
San Juan,SANTA LUCIA,Estatal,Urbano,26,26,26,,,,,,16,17,9,1,6,9,22,8,,1,1,25,13,2,,,,,,,,,,21,1,7,,1,5,10,,22,1,2,1,2,,,26,24,24,,,,15,8,18,9,,,,,
San Juan,SANTA LUCIA,Privado,Urbano,6,6,6,,,,,,3,4,4,1,4,2,6,5,,2,1,6,2,1,1,2,1,1,1,1,1,,1,,6,6,1,,,,,6,2,2,4,4,,,6,3,,2,1,,4,4,5,2,,1,1,1,
San Juan,SARMIENTO,Estatal,Rural,42,41,41,,,,,,27,25,11,4,14,9,34,10,,6,2,33,21,2,2,,,,,,,,,37,,29,2,4,8,3,1,35,17,2,4,3,,1,40,40,40,,,,18,5,33,6,,,,,
San Juan,SARMIENTO,Estatal,Urbano,14,14,14,,,,,,13,12,5,5,7,6,11,6,,1,1,13,9,2,2,,,,1,,,,,12,,7,1,,6,1,,12,5,4,2,3,1,,13,13,13,,,,5,1,13,3,,,,,
San Juan,VALLE FERTIL,Estatal,Rural,38,37,33,2,6,,,,22,22,12,4,13,13,22,12,,8,,24,16,2,2,1,,2,2,1,1,,,20,,6,,,14,1,4,17,13,3,7,1,1,1,36,18,18,,,,5,1,30,4,,,,,
San Juan,VALLE FERTIL,Estatal,Urbano,7,7,7,,,,,,3,4,3,1,2,2,6,2,,2,1,4,2,1,,,,,,,,,,5,1,3,,1,2,1,1,6,2,1,,1,1,1,5,6,6,,,,1,1,6,2,,,,,
San Luis,AYACUCHO,Estatal,Rural,42,42,34,7,1,,,1,25,23,11,10,13,10,27,12,,11,1,22,,5,10,,4,7,6,9,7,,6,37,,7,,7,22,10,1,26,36,11,17,4,24,1,17,14,14,,,,2,,27,3,,,,,
San Luis,AYACUCHO,Estatal,Urbano,17,17,17,,,,,,15,16,14,5,10,9,16,8,,9,1,15,4,6,7,2,2,4,3,2,2,,3,17,,2,2,5,4,4,4,17,16,14,13,7,15,1,1,9,8,,,1,5,4,16,13,,,,,
San Luis,BELGRANO,Estatal,Rural,42,38,37,1,1,1,,,15,23,22,9,13,11,32,13,,10,5,27,8,2,3,5,1,3,2,9,2,,3,40,,8,,13,15,14,6,27,39,12,19,6,17,7,18,31,31,,,,10,8,25,10,,,,,
San Luis,CHACABUCO,Estatal,Rural,28,28,28,,,,,,14,21,13,7,8,10,17,10,,7,,19,4,,1,,,,1,,,,,28,,3,,4,18,6,1,22,27,6,10,2,18,2,8,15,15,,,,2,2,16,10,,,,,
San Luis,CHACABUCO,Estatal,Urbano,11,11,11,,,,,,10,10,9,4,8,7,10,7,,4,1,11,5,4,3,2,2,3,3,2,5,,1,11,,,1,4,6,3,2,11,11,8,11,7,10,,1,5,5,,,,6,5,10,7,,,,,
San Luis,CORONEL PRINGLES,Estatal,Rural,30,30,30,,,,,,16,18,13,2,15,13,23,16,,9,1,23,2,11,9,2,1,4,5,8,4,,4,30,,2,3,4,7,17,1,23,30,13,19,6,15,3,12,21,20,,,1,6,2,21,8,,,,,
San Luis,CORONEL PRINGLES,Estatal,Urbano,6,6,6,,,,,,5,4,4,1,4,3,5,3,,1,,6,2,3,3,2,,3,3,3,1,,1,6,,2,2,1,2,1,2,6,6,4,4,3,5,,1,6,6,,,,3,3,6,5,,,,,
San Luis,Enmascarado,Estatal,Rural,19,19,19,,,,,,11,13,11,1,9,7,14,5,,5,2,13,4,2,3,1,,2,2,1,,,,18,,,,1,4,13,2,13,18,9,13,3,10,2,7,17,17,,,,3,1,11,4,,,,,
San Luis,Enmascarado,Estatal,Urbano,11,11,10,1,1,,,,8,9,8,5,5,4,8,4,,2,1,8,4,2,4,3,3,3,2,3,2,,,10,1,1,,,3,2,5,9,9,6,8,4,5,,6,10,10,,,,3,2,8,6,,,,,
San Luis,Enmascarado,Privado,Rural,1,1,1,,,,,,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,1,1,1,1,,1,1,,1,,,1,,,1,1,1,1,,,,1,,,,,,,,1,,,,,,
San Luis,Enmascarado,Privado,Urbano,4,4,4,,,,,,2,4,4,2,2,1,4,2,,,,4,,,1,1,,,,1,2,,,4,,1,1,3,1,,,4,4,2,4,2,3,,1,2,2,,,,1,1,2,2,,1,1,3,1
San Luis,GENERAL JUAN MARTIN DE PUEYRREDON,Estatal,Rural,41,41,41,,,,,,16,28,16,7,15,13,26,17,,5,,28,6,3,4,2,1,2,4,5,1,,2,38,,2,,7,17,15,1,29,36,10,20,6,24,,17,34,32,1,,1,6,2,21,6,,,,,
San Luis,GENERAL JUAN MARTIN DE PUEYRREDON,Estatal,Urbano,94,94,94,,1,1,,1,72,81,73,37,51,48,85,36,,26,7,86,25,32,29,11,9,19,24,18,16,,14,93,,7,5,32,18,46,13,92,88,67,72,46,53,2,39,79,72,2,3,2,37,25,80,60,,,,,
San Luis,GENERAL JUAN MARTIN DE PUEYRREDON,Privado,Urbano,39,39,39,1,,,,,31,37,33,20,32,32,37,23,,12,3,39,6,12,17,9,9,12,10,10,10,,5,17,21,15,4,26,4,9,10,38,36,25,29,17,3,1,35,26,10,8,6,2,20,16,32,21,,15,17,16,1
San Luis,GENERAL PEDERNERA,Estatal,Rural,32,32,32,,,,,,14,19,12,5,12,8,21,11,,6,4,18,6,4,5,2,,5,5,2,4,,1,31,1,3,,9,14,10,2,23,29,10,24,8,16,,16,25,24,1,,,6,3,18,10,,,,,
San Luis,GENERAL PEDERNERA,Estatal,Urbano,66,66,65,2,2,,,1,48,61,52,20,35,32,62,39,,20,7,56,20,21,16,5,4,14,14,6,11,,3,65,1,11,7,29,12,28,10,65,59,36,47,30,49,1,16,51,47,2,1,1,29,21,52,39,,,,,
San Luis,GENERAL PEDERNERA,Privado,Urbano,14,14,14,,,,,,13,10,9,9,12,11,13,10,,2,,13,3,7,6,5,3,6,7,7,5,,1,4,10,3,1,8,,4,2,14,12,7,10,6,1,,13,10,5,2,1,2,3,3,10,6,,3,3,2,
San Luis,JUNIN,Estatal,Rural,35,35,31,4,1,,,,21,23,18,9,19,16,27,14,,10,,27,9,3,2,4,2,2,1,5,2,,2,34,,5,,3,21,12,1,29,33,14,25,8,28,,7,24,24,,,,13,1,23,12,,,,,
San Luis,JUNIN,Estatal,Urbano,13,13,13,,,,,,10,9,8,2,9,8,12,7,,4,,10,4,3,2,,,2,3,1,2,,1,13,,1,2,4,3,6,,13,11,6,5,5,10,,3,11,11,,,,5,3,8,7,,,,,
San Luis,JUNIN,Privado,Urbano,6,6,6,,,,,,3,4,4,3,3,3,6,2,,,,4,,1,1,,,1,1,1,1,,,6,,1,,3,2,2,1,6,4,1,3,1,2,,4,3,1,1,1,,1,1,2,2,,1,1,3,1
San Luis,LIBERTADOR GRL SAN MARTIN,Estatal,Rural,48,46,36,10,4,,,,29,27,21,9,15,16,34,15,,14,2,25,14,5,5,3,2,5,4,5,4,,2,45,,1,,,25,17,4,30,42,11,26,8,30,1,17,26,26,,,,7,1,25,8,,,,,
Santa Cruz,CORPEN AIKE,Estatal,Urbano,12,12,12,,,,,,9,10,6,3,6,3,11,8,,1,3,11,3,6,7,1,1,4,2,3,4,,1,10,,3,1,4,3,1,,10,3,3,5,7,3,5,4,2,2,,,,8,8,11,9,,,,,
Santa Cruz,DESEADO,Estatal,Rural,12,12,12,,,,,,10,11,5,1,8,8,12,5,,2,,11,5,5,2,1,,2,4,3,,,,6,,1,,1,4,,,6,2,2,2,2,3,6,3,,,,,,4,4,12,5,,,,,
Santa Cruz,DESEADO,Estatal,Urbano,75,75,75,,,,,,54,67,34,9,54,44,66,45,,7,10,60,23,31,35,3,5,30,26,10,22,,3,58,4,31,13,22,3,4,2,61,15,18,19,23,8,34,33,18,5,4,4,5,40,32,68,48,,,,,
Santa Cruz,DESEADO,Privado,Urbano,20,20,20,3,,,,,18,18,17,11,16,10,19,11,,5,3,19,4,7,3,1,2,8,6,5,6,,1,,20,9,4,12,2,1,4,20,12,5,15,16,,,20,9,3,4,2,,17,16,15,13,,5,7,5,
Santa Cruz,Enmascarado,Estatal,Rural,10,10,10,,,,,,9,9,8,5,6,5,10,6,,5,,10,3,2,3,1,1,2,1,1,,,,9,,1,1,3,3,2,1,9,5,2,3,4,1,4,5,4,4,,,,9,3,9,5,,,,,
Santa Cruz,Enmascarado,Privado,Rural,1,1,,,,,,1,,1,,1,1,,1,1,,,,,,,1,,1,1,,1,1,,,1,,,,,1,,,,1,,,,,,1,,,,,,1,,1,,,,,,
Santa Cruz,Enmascarado,Privado,Urbano,6,5,5,,,,,,5,5,5,3,5,4,5,3,,1,,3,4,2,2,1,2,2,2,1,2,,1,,5,2,1,1,,,1,5,2,2,3,3,,,6,1,1,,,,3,1,5,2,,2,3,,
Santa Cruz,GUER AIKE,Estatal,Rural,12,12,6,5,4,4,,,11,11,8,2,8,6,11,7,,2,,10,7,3,3,1,,3,3,2,3,,,9,,1,,3,4,1,1,9,7,2,4,4,1,3,8,3,2,1,,,5,2,9,2,,,,,
Santa Cruz,GUER AIKE,Estatal,Urbano,78,78,78,1,,,,,55,73,38,10,52,46,73,42,,11,8,68,29,38,36,8,2,32,29,16,22,,2,71,5,27,11,34,5,13,6,76,34,33,32,41,14,22,42,47,40,3,1,3,52,39,70,55,,,,,
Santa Cruz,GUER AIKE,Privado,Urbano,23,23,23,5,,,,,20,22,20,14,23,19,23,16,,2,1,22,6,10,7,3,3,10,8,10,6,,1,3,20,7,6,7,2,5,,23,20,16,19,16,1,,22,13,6,4,1,2,17,13,20,14,,7,9,5,1
Santa Cruz,LAGO ARGENTINO,Estatal,Urbano,11,11,11,,,,,,8,10,9,3,8,7,11,6,,1,1,11,6,5,6,4,2,6,4,3,3,,,11,,5,5,4,,1,,11,5,5,5,5,4,3,4,3,2,,,1,8,8,11,9,,,,,
Santa Cruz,LAGO ARGENTINO,Privado,Urbano,5,5,5,,,,,,5,5,4,3,5,5,5,2,,2,2,5,,3,3,2,2,4,4,4,2,,1,1,4,1,5,,,1,2,5,4,4,4,5,,1,4,2,1,1,,,5,4,5,5,,,2,1,1
Santa Cruz,LAGO BUENOS AIRES,Estatal,Urbano,11,11,11,,,,,,8,9,5,3,6,5,10,7,,5,3,9,2,3,4,1,,3,2,1,5,,4,9,1,,1,7,,2,,9,2,3,5,7,2,5,4,3,,1,,2,7,7,9,6,,,,,
Santa Cruz,MAGALLANES,Estatal,Urbano,6,6,6,,,,,,6,6,4,1,4,5,6,4,,3,1,6,4,3,3,2,,1,3,2,3,,,6,,2,,3,1,1,,6,4,2,5,4,1,3,2,,,,,,3,3,6,3,,,,,
Santa Cruz,RIO CHICO,Estatal,Urbano,5,5,5,,,,,,5,5,5,1,5,5,5,4,,3,1,5,4,4,3,1,,3,3,2,2,,,2,3,,,3,,1,1,5,1,3,3,3,1,3,1,3,1,,,2,4,3,5,2,,,,,
Santa Fe,9 DE JULIO,Estatal,Rural,78,73,23,11,17,,,66,64,12,1,,,12,29,,,34,,56,,1,,,,,,4,,,2,78,,,1,5,41,31,1,78,,,,1,15,61,2,78,78,,,,13,13,18,12,,,,,
Santa Fe,9 DE JULIO,Estatal,Urbano,23,20,17,1,,,,17,13,6,1,2,,6,10,1,,2,,13,,,,,,,,2,,,,23,,,13,5,1,4,,23,,,,1,8,15,,23,23,,,,7,7,8,7,,,,,
Santa Fe,BELGRANO,Estatal,Rural,16,16,3,1,,,,16,9,3,2,,,4,8,,,6,,12,,,,,,,,1,,,,16,,,4,,2,10,,16,,,,,8,8,,16,16,,,,3,3,3,3,,,,,
Santa Fe,BELGRANO,Estatal,Urbano,32,32,26,,,,,25,28,14,3,3,,13,19,1,,8,,30,,2,,,,,2,3,,,,32,,,22,3,,6,1,32,,,,1,20,12,,32,32,,,,11,11,18,16,,,,,
Santa Fe,BELGRANO,Privado,Urbano,8,7,7,1,,,,5,6,6,4,1,,4,2,1,,1,,6,,,,,,,,,,,,1,7,,7,1,,,,7,,,,1,,2,6,8,8,,,,3,3,3,3,,3,3,4,1
Santa Fe,CASEROS,Estatal,Rural,17,17,12,1,,,,11,15,6,3,,,3,8,,,4,,14,,,,,,,,2,,,,17,,,3,8,4,3,,17,,,,2,12,5,,17,17,,,,3,3,5,4,,,,,
Santa Fe,CASEROS,Estatal,Urbano,58,56,54,2,,,,38,50,34,9,2,1,21,33,1,,5,,49,,4,2,1,,1,3,4,1,,1,58,,,24,25,7,5,,57,1,1,1,9,45,11,2,58,58,,,,24,24,29,26,,,,,
Santa Fe,CASEROS,Privado,Urbano,16,16,15,,,,,10,15,13,2,,,7,5,,,2,,14,,,,1,,,,2,,,1,,16,,16,,,,,16,,,,,1,8,7,16,16,,,,8,8,7,6,2,6,6,8,2
Santa Fe,CASTELLANOS,Estatal,Rural,110,103,54,2,3,,,93,84,39,12,1,,42,46,2,,44,,75,,2,1,,,,2,6,,,1,110,,,41,27,24,18,,105,,,,6,38,64,8,110,110,,,,19,19,31,29,,,,,
Santa Fe,CASTELLANOS,Estatal,Urbano,103,97,87,,2,,,61,73,62,22,8,3,41,61,6,,15,,82,2,9,1,1,,1,3,13,1,,3,103,,1,48,37,7,12,1,100,,1,2,6,45,47,11,99,99,,,,30,30,58,50,,,,,
Santa Fe,CASTELLANOS,Privado,Rural,7,7,7,,,,,4,7,6,2,,,3,3,,,1,,6,,,,,,,,,,,,,7,,7,,,,,7,,,,,3,2,2,7,7,,,,4,4,5,5,1,3,2,4,
Santa Fe,CASTELLANOS,Privado,Urbano,27,25,25,,,,,15,21,19,6,,,10,18,1,,1,,22,,1,,,,,,9,,,1,3,24,,26,,,1,,24,,,,3,3,5,19,27,27,,,,12,12,13,9,2,10,7,10,2
Santa Fe,CONSTITUCION,Estatal,Rural,29,26,20,,,,,21,23,11,3,1,,11,15,1,,8,,23,,2,1,,,,1,1,,,,29,,,12,8,3,6,,29,,,,,14,11,4,29,29,,,,8,8,12,11,,,,,
Santa Fe,CONSTITUCION,Estatal,Urbano,43,42,42,,,,,24,37,23,7,5,,19,29,3,,3,,37,,5,2,,,,1,4,,,,43,,,28,12,4,1,,43,,2,,2,21,19,3,43,43,,,,17,17,22,21,,,,,
Santa Fe,CONSTITUCION,Privado,Urbano,19,17,17,,,,,12,16,12,1,,,5,9,1,,1,,15,,1,,,,,,,,,,2,17,,17,1,1,,,17,,,,2,3,3,13,19,19,,,,7,7,8,8,4,8,4,8,2
Santa Fe,Enmascarado,Privado,Rural,11,10,7,,,,,8,9,8,1,1,,2,4,,,1,,8,,1,,,,,,,,,,,11,,11,,,,,11,,,,,9,1,1,11,11,,,,5,5,4,4,,,1,10,
Santa Fe,Enmascarado,Privado,Urbano,3,3,3,,,,,2,3,3,1,,,1,1,,,,,3,,,,,,,,,,,,,3,,3,,,,,3,,,,,,,3,3,3,,,,2,2,2,2,,1,1,2,
Santa Fe,GARAY,Estatal,Rural,10,10,6,,,,,6,9,3,1,,,3,2,,,3,,10,,,,,,,,,,,,10,,,3,2,6,,,10,,,,1,4,5,1,10,10,,,,2,2,3,3,,,,,
Santa Fe,GARAY,Estatal,Urbano,26,23,16,,,,,19,19,12,6,1,,12,15,,,4,,21,,1,1,1,,,,3,,,1,26,,,12,6,6,2,,26,,,,,7,16,3,26,26,,,,6,6,10,9,,,,,
Santa Fe,GENERAL LOPEZ,Estatal,Rural,70,63,36,2,,,,51,42,21,7,2,,26,29,,,20,,44,,,1,,,,,4,,,1,70,,,23,10,14,24,,70,,,,5,28,32,10,70,70,,,,15,15,20,16,,,,,
Santa Fe,GENERAL LOPEZ,Estatal,Urbano,126,120,117,2,1,,,85,95,57,17,7,,37,60,2,,13,,101,,3,1,,,,,6,,,2,126,,,69,50,11,1,,126,,,,11,68,48,10,126,126,,,,43,43,51,43,,,,,
Santa Fe,GENERAL LOPEZ,Privado,Rural,7,7,5,,,,,6,7,4,1,,,1,2,,,1,,5,,,,,,,,1,,,,,7,,7,,,,,7,,,,,1,3,3,7,7,,,,2,2,5,5,,2,2,4,1
Santa Fe,GENERAL LOPEZ,Privado,Urbano,38,37,35,3,,,,25,32,26,7,3,,13,17,1,,3,,33,,,,,,,,4,,,,2,36,,36,1,,,1,36,,,,2,3,8,27,38,38,,,,13,13,14,12,3,13,13,17,4
Santa Fe,GENERAL OBLIGADO,Estatal,Rural,107,101,26,1,2,,,88,71,27,6,1,,41,55,1,,46,,71,,1,,,,,1,3,,,1,107,,,24,10,61,17,1,107,,,,7,21,68,18,107,107,,,,17,17,26,23,,,,,
Santa Fe,GENERAL OBLIGADO,Estatal,Urbano,122,117,108,2,3,,,72,84,46,11,2,,33,62,,,9,,85,,2,1,,,,1,10,,,,122,,,61,40,21,4,1,122,,,,8,28,84,10,122,122,,,,28,28,46,41,,,,,
Santa Fe,GENERAL OBLIGADO,Privado,Rural,7,4,2,1,,,,4,4,3,,,,1,1,,,,,4,,,,,,,,,,,,1,6,,6,,,1,,6,,,,1,2,1,4,7,7,,,,4,4,4,4,,,3,4,
Santa Fe,GENERAL OBLIGADO,Privado,Urbano,32,31,31,,2,,,23,27,19,4,,,8,10,1,,3,,25,,2,1,,,,,2,,,,1,31,,31,1,,,,31,,,,1,5,5,22,32,32,,,,9,9,13,10,1,11,11,9,6
Santa Fe,IRIONDO,Estatal,Rural,50,44,19,,1,,,41,27,10,2,,,6,14,,,9,,28,,,,,,,,2,,,1,50,,,11,6,8,25,,50,,,,,12,35,3,50,50,,,,8,8,16,15,,,,,
Santa Fe,IRIONDO,Estatal,Urbano,44,41,35,2,,,,29,39,24,10,2,,14,28,,,9,,39,,1,,,,,,4,,,,44,,,17,20,2,6,,44,,,,3,22,21,1,44,44,,,,17,17,25,22,,,,,
Santa Fe,IRIONDO,Privado,Urbano,10,10,9,,,,,8,10,10,,,,2,2,,,1,,10,,,,,,,,2,,,,,10,,10,,,,,10,,,,,1,,9,10,10,,,,5,5,7,6,2,4,4,5,1
Santa Fe,LA CAPITAL,Estatal,Rural,24,22,16,,,,,17,18,5,2,,,6,8,1,,4,,18,,1,,,,,,2,,,,24,,,7,4,6,7,,24,,,,,11,11,2,24,24,,,,4,4,12,11,,,,,
Santa Fe,LA CAPITAL,Estatal,Urbano,242,229,227,,2,,,133,198,101,33,20,5,91,134,11,,24,2,203,3,8,1,2,,,1,19,1,,1,236,2,2,156,68,17,1,3,238,3,5,3,14,81,139,19,238,234,4,,,86,86,126,117,,,,,
Santa Fe,LA CAPITAL,Privado,Urbano,195,171,165,,1,,,97,131,96,29,9,,59,64,3,,8,,137,,1,1,,,,1,14,1,,,8,187,,192,3,,,,188,,,,8,5,15,175,195,195,,,,54,54,66,56,9,80,58,58,18
Santa Fe,LAS COLONIAS,Estatal,Rural,101,99,46,2,1,,,87,83,38,6,2,,43,59,1,,43,,85,,1,1,,,,,8,,,2,101,,,33,21,28,21,,101,,,,4,52,45,4,101,101,,,,19,19,27,20,,,,,
Santa Fe,LAS COLONIAS,Estatal,Urbano,65,62,53,2,4,,,45,52,36,13,4,1,26,41,1,,6,1,54,1,7,3,1,1,1,3,10,,,,65,,,27,24,8,7,,64,,1,,4,39,23,3,64,64,,,,26,26,33,29,,,,,
Santa Fe,LAS COLONIAS,Privado,Rural,7,7,7,2,1,,,7,5,6,3,,,3,4,,,,,7,,,,,,,,3,,,,,7,,7,,,,,7,,,,,4,1,2,7,7,,,,4,4,4,4,2,2,1,4,1
Santa Fe,LAS COLONIAS,Privado,Urbano,23,21,21,,,,,20,21,13,1,,,4,10,,,4,,20,,,1,,,,,4,,,,,23,,23,,,,,23,,,,,2,4,17,23,23,,,,10,10,13,9,2,6,6,10,3
Santa Fe,ROSARIO,Estatal,Rural,23,22,15,1,,,,15,15,7,,2,,6,12,1,,3,,19,,2,1,,,,,,,,,23,,,14,,6,4,,23,,,,1,6,15,2,23,23,,,,2,2,6,4,,,,,
Santa Fe,ROSARIO,Estatal,Urbano,449,414,413,2,2,,,213,335,191,58,25,,171,270,8,,34,,345,,13,2,,,,5,37,,,2,445,,,285,148,22,1,2,445,,1,,18,94,312,40,446,445,1,,,137,137,204,182,,,,,
Santa Fe,ROSARIO,Privado,Urbano,343,319,319,7,,,,164,267,171,45,7,,82,97,3,,11,,264,,2,1,,,,,20,,,2,13,330,,333,7,1,1,1,330,,,,13,11,26,306,343,343,,,,149,149,127,114,20,125,120,118,34
Santa Fe,SAN CRISTOBAL,Estatal,Rural,107,104,37,11,12,,,90,77,22,7,3,,34,51,2,,39,,74,,,1,,,,,5,,,,107,,,25,20,37,29,,106,,,,6,27,64,16,107,107,,,,19,19,28,22,,,,,
